0,/v1/api/system/firmware/fpga-version:GET:0,"{""json"":{""authentication"":{""user"":{""value"":""user""},""pwd"":{""value"":""User1234""}}}}",GET,1,SYSTEM_FIRMWARE,fpga-version,0,,0,,0
1,/v1/api/system/firmware/processor-version:GET:0,"{""json"":{""authentication"":{""user"":{""value"":""user""},""pwd"":{""value"":""User1234""}}}}",GET,2,SYSTEM_FIRMWARE,processor-version,0,,0,,0
2,/v1/api/system/firmware/system-firmware:GET:0,"{""json"":{""authentication"":{""user"":{""value"":""user""},""pwd"":{""value"":""User1234""}}}}",GET,3,SYSTEM_FIRMWARE,system-firmware,0,,0,,0
3,/v1/api/system/firmware/hw-version:GET:0,"{""json"":{""authentication"":{""user"":{""value"":""user""},""pwd"":{""value"":""User1234""}}}}",GET,4,SYSTEM_FIRMWARE,hw-version,0,,0,,0
4,"/v1/api/system/firmware/processor-field-upgrade:POST:1:file-name,location","{""json"":{""authentication"":{""user"":{""value"":""user""},""pwd"":{""value"":""User1234""}}}}",POST,5,SYSTEM_FIRMWARE,processor-field-upgrade,1,"file-name,location",0,"file-name,location",3
5,/v1/api/system/firmware/processor-field-upgrade:POST:1:file-name,"{""json"":{""authentication"":{""user"":{""value"":""user""},""pwd"":{""value"":""User1234""}}}}",POST,5,SYSTEM_FIRMWARE,processor-field-upgrade,1,file-name,0,"file-name,location",1
6,/v1/api/system/firmware/processor-field-upgrade:POST:1:location,"{""json"":{""authentication"":{""user"":{""value"":""user""},""pwd"":{""value"":""User1234""}}}}",POST,5,SYSTEM_FIRMWARE,processor-field-upgrade,1,location,0,"file-name,location",2
7,/v1/api/system/firmware/processor-field-upgrade/file-name:POST:0,"{""json"":{""authentication"":{""user"":{""value"":""user""},""pwd"":{""value"":""User1234""}}}}",POST,5,SYSTEM_FIRMWARE_PROCESSOR-FIELD-UPGRADE,file-name,0,,0,,1
8,/v1/api/system/firmware/processor-field-upgrade/location:POST:0,"{""json"":{""authentication"":{""user"":{""value"":""user""},""pwd"":{""value"":""User1234""}}}}",POST,5,SYSTEM_FIRMWARE_PROCESSOR-FIELD-UPGRADE,location,0,,0,,2
9,"/v1/api/system/firmware/fpga-field-upgrade:POST:1:file-name,location","{""json"":{""authentication"":{""user"":{""value"":""user""},""pwd"":{""value"":""User1234""}}}}",POST,6,SYSTEM_FIRMWARE,fpga-field-upgrade,1,"file-name,location",0,"file-name,location",3
10,/v1/api/system/firmware/fpga-field-upgrade:POST:1:file-name,"{""json"":{""authentication"":{""user"":{""value"":""user""},""pwd"":{""value"":""User1234""}}}}",POST,6,SYSTEM_FIRMWARE,fpga-field-upgrade,1,file-name,0,"file-name,location",1
11,/v1/api/system/firmware/fpga-field-upgrade:POST:1:location,"{""json"":{""authentication"":{""user"":{""value"":""user""},""pwd"":{""value"":""User1234""}}}}",POST,6,SYSTEM_FIRMWARE,fpga-field-upgrade,1,location,0,"file-name,location",2
12,/v1/api/system/firmware/fpga-field-upgrade/file-name:POST:0,"{""json"":{""authentication"":{""user"":{""value"":""user""},""pwd"":{""value"":""User1234""}}}}",POST,6,SYSTEM_FIRMWARE_FPGA-FIELD-UPGRADE,file-name,0,,0,,1
13,/v1/api/system/firmware/fpga-field-upgrade/location:POST:0,"{""json"":{""authentication"":{""user"":{""value"":""user""},""pwd"":{""value"":""User1234""}}}}",POST,6,SYSTEM_FIRMWARE_FPGA-FIELD-UPGRADE,location,0,,0,,2
14,/v1/api/system/firmware/fpga-upgrade-status:GET:0,"{""json"":{""authentication"":{""user"":{""value"":""user""},""pwd"":{""value"":""User1234""}}}}",GET,7,SYSTEM_FIRMWARE,fpga-upgrade-status,0,,0,,0
15,/v1/api/system/firmware/processor-upgrade-status:GET:0,"{""json"":{""authentication"":{""user"":{""value"":""user""},""pwd"":{""value"":""User1234""}}}}",GET,8,SYSTEM_FIRMWARE,processor-upgrade-status,0,,0,,0
16,/v1/api/system/firmware/switch:POST:0,"{""json"":{""authentication"":{""user"":{""value"":""user""},""pwd"":{""value"":""User1234""}}}}",POST,9,SYSTEM_FIRMWARE,switch,0,,0,,0
17,/v1/api/system/firmware/serial-no:GET:0,"{""json"":{""authentication"":{""user"":{""value"":""user""},""pwd"":{""value"":""User1234""}}}}",GET,10,SYSTEM_FIRMWARE,serial-no,0,,0,,0
18,/v1/api/system/firmware/serial-no:POST:0,"{""json"":{""authentication"":{""user"":{""value"":""user""},""pwd"":{""value"":""User1234""}}}}",POST,11,SYSTEM_FIRMWARE,serial-no,0,,0,,0
19,/v1/api/system/network/ip-settings:GET:0,"{""json"":{""authentication"":{""user"":{""value"":""user""},""pwd"":{""value"":""User1234""}}}}",GET,12,SYSTEM_NETWORK,ip-settings,1,"ip-addr,subnet-mask,gateway",0,,7
20,"/v1/api/system/network/ip-settings:POST:1:ip-addr,subnet-mask,gateway","{""json"":{""authentication"":{""user"":{""value"":""user""},""pwd"":{""value"":""User1234""}}}}",POST,13,SYSTEM_NETWORK,ip-settings,1,"ip-addr,subnet-mask,gateway",0,"ip-addr,subnet-mask,gateway",7
21,/v1/api/system/network/ip-settings:POST:1:ip-addr,"{""json"":{""authentication"":{""user"":{""value"":""user""},""pwd"":{""value"":""User1234""}}}}",POST,13,SYSTEM_NETWORK,ip-settings,1,ip-addr,0,"ip-addr,subnet-mask,gateway",1
22,"/v1/api/system/network/ip-settings:POST:1:ip-addr,subnet-mask","{""json"":{""authentication"":{""user"":{""value"":""user""},""pwd"":{""value"":""User1234""}}}}",POST,13,SYSTEM_NETWORK,ip-settings,1,"ip-addr,subnet-mask",0,"ip-addr,subnet-mask,gateway",3
23,"/v1/api/system/network/ip-settings:POST:1:ip-addr,gateway","{""json"":{""authentication"":{""user"":{""value"":""user""},""pwd"":{""value"":""User1234""}}}}",POST,13,SYSTEM_NETWORK,ip-settings,1,"ip-addr,gateway",0,"ip-addr,subnet-mask,gateway",5
24,/v1/api/system/network/ip-settings:POST:1:subnet-mask,"{""json"":{""authentication"":{""user"":{""value"":""user""},""pwd"":{""value"":""User1234""}}}}",POST,13,SYSTEM_NETWORK,ip-settings,1,subnet-mask,0,"ip-addr,subnet-mask,gateway",2
25,"/v1/api/system/network/ip-settings:POST:1:subnet-mask,gateway","{""json"":{""authentication"":{""user"":{""value"":""user""},""pwd"":{""value"":""User1234""}}}}",POST,13,SYSTEM_NETWORK,ip-settings,1,"subnet-mask,gateway",0,"ip-addr,subnet-mask,gateway",6
26,/v1/api/system/network/ip-settings:POST:1:gateway,"{""json"":{""authentication"":{""user"":{""value"":""user""},""pwd"":{""value"":""User1234""}}}}",POST,13,SYSTEM_NETWORK,ip-settings,1,gateway,0,"ip-addr,subnet-mask,gateway",4
27,/v1/api/system/network/ip-settings/ip-addr:GET:0,"{""json"":{""authentication"":{""user"":{""value"":""user""},""pwd"":{""value"":""User1234""}}}}",GET,12,SYSTEM_NETWORK_IP-SETTINGS,ip-addr,0,,0,,1
28,/v1/api/system/network/ip-settings/ip-addr:POST:0,"{""json"":{""authentication"":{""user"":{""value"":""user""},""pwd"":{""value"":""User1234""}}}}",POST,13,SYSTEM_NETWORK_IP-SETTINGS,ip-addr,0,,0,,1
29,/v1/api/system/network/ip-settings/subnet-mask:GET:0,"{""json"":{""authentication"":{""user"":{""value"":""user""},""pwd"":{""value"":""User1234""}}}}",GET,12,SYSTEM_NETWORK_IP-SETTINGS,subnet-mask,0,,0,,2
30,/v1/api/system/network/ip-settings/subnet-mask:POST:0,"{""json"":{""authentication"":{""user"":{""value"":""user""},""pwd"":{""value"":""User1234""}}}}",POST,13,SYSTEM_NETWORK_IP-SETTINGS,subnet-mask,0,,0,,2
31,/v1/api/system/network/ip-settings/gateway:GET:0,"{""json"":{""authentication"":{""user"":{""value"":""user""},""pwd"":{""value"":""User1234""}}}}",GET,12,SYSTEM_NETWORK_IP-SETTINGS,gateway,0,,0,,4
